GENE	Gene Length	LtD_0min_set2d_RNA_Rep1	LtD_0min_set2d_RNA_Rep2	LtD_0min_set2d_RNA_Rep3	LtD_30min_set2d_RNA_Rep1	LtD_30min_set2d_RNA_Rep2	LtD_30min_set2d_RNA_Rep3	LtD_60min_set2d_RNA_Rep1	LtD_60min_set2d_RNA_Rep2	LtD_60min_set2d_RNA_Rep3	LtD_90min_set2d_RNA_Rep1	LtD_90min_set2d_RNA_Rep2	LtD_90min_set2d_RNA_Rep3
YOL019W	1656	39.9228	38.1501	34.5091	42.4689	41.8966	35.8824	40.9285	40.5701	38.8971	38.8883	42.3367	40.3302
YOL019W-A	153	24.5231	3.29109	20.4817	4.71198	26.2672	8.8409	26.2897	10.2532	16.49	20.1473	0	11.665
YOL020W	1779	37.2368	49.0348	51.2496	36.0565	53.6143	49.3383	43.9655	48.5632	49.0447	46.3008	58.0032	57.2586
YOL021C	3006	31.8638	35.1582	35.664	30.0144	38.6328	34.9755	32.3859	34.4969	35.6618	31.9035	38.0868	38.1148
YOL022C	1227	31.9934	35.7814	31.8797	36.5491	36.6014	33.2592	37.2153	32.4526	35.3165	33.6513	32.4805	29.331
YOL023W	2031	8.4676	10.1924	7.99247	8.80921	8.89233	8.5935	9.32629	8.1112	9.63274	8.60533	9.41236	9.78677
YOL024W	519	2.00961	1.77229	1.91819	2.20648	3.33862	1.86297	2.46214	2.40063	2.31654	1.69819	3.99496	2.18495
YOL025W	1983	12.4421	11.6384	9.88632	11.7157	12.5312	11.0124	11.5253	12.4974	13.1558	10.7827	12.2233	11.78
YOL026C	342	92.2276	88.5794	93.2692	79.7445	89.0102	104.354	79.0673	89.4324	89.4754	82.9829	87.2669	91.1761
YOL027C	1722	63.5157	66.4267	62.8491	63.3566	69.6192	66.513	64.7064	65.873	73.129	66.3714	70.9206	70.5632
YOL028C	738	22.1391	27.7402	26.3722	22.0513	29.9796	26.4397	25.1501	25.8914	26.6828	25.4208	27.2417	30.0096
YOL029C	606	35.9702	38.9877	36.9937	33.3753	39.802	35.4851	37.0097	37.8855	36.8407	32.2514	34.5194	35.8383
YOL030W	1455	94.5886	89.707	89.7113	88.3992	98.3882	87.1549	88.8162	86.9421	82.4474	74.8557	90.1772	87.1637
YOL031C	1266	45.07	44.106	39.6709	41.1519	43.2683	42.187	36.1559	42.1278	45.9036	36.5437	41.1251	42.7081
YOL032W	741	19.7459	22.8772	22.7376	20.8876	24.3968	24.9153	18.6631	25.0748	29.3805	24.5927	23.513	29.9015
YOL033W	1611	11.0408	11.09	9.75363	9.55737	10.3804	10.3134	11.1955	10.9297	11.4296	10.3799	10.9487	10.6932
YOL034W	3282	8.41666	10.31	10.5017	9.40865	10.895	9.59433	9.5207	9.98005	11.4796	9.69197	10.6068	11.6217
YOL035C	303	0.939096	0	0	2.1653	0.431093	0.677112	1.51012	2.35582	1.89442	2.31459	0	1.34011
YOL036W	2286	36.5686	34.4301	30.9934	34.3499	38.6745	34.6803	36.021	37.6852	36.5477	35.9647	40.4423	39.4414
YOL037C	354	0.492141	0.594423	0	0	0	0.354846	0.395695	0.41153	0.330929	0.485191	0.770444	0.702295
YOL038C-A	96	35.2274	47.2764	17.6531	20.3062	0	25.3998	47.2063	49.0954	51.3237	46.3066	55.1483	0
YOL038W	765	133.495	167.046	172.888	147.783	176.58	158.713	142.119	157.101	157.141	145.679	163.05	175.352
YOL039W	321	4752.79	4281.39	4398.5	4272.44	4448.69	4205.45	4549.96	3994.66	3702.68	4299.53	3946.21	3545.72
YOL040C	429	3625.47	3157.87	3127.04	3499.04	3299.7	3220.35	3471.39	3030.07	3147.21	3282.18	3024.38	2750.38
YOL041C	1380	51.47	56.2529	47.647	55.0713	49.9604	50.3875	54.994	47.796	53.2896	52.9278	46.4453	46.5534
YOL042W	1092	22.9567	17.8189	17.3866	21.8018	18.6566	18.917	18.581	17.6843	18.487	18.8856	20.4084	18.8073
YOL043C	1143	2.36991	7.86592	10.5726	2.69887	9.1809	7.62692	3.9039	8.36191	9.09513	4.75836	9.07914	11.1356
YOL044W	1152	11.6742	10.967	10.1231	11.2816	12.0316	11.2026	12.1471	11.5086	11.9675	13.6533	11.7957	12.6987
YOL045W	3306	14.6304	16.817	17.035	13.7781	18.2433	15.4486	14.0126	16.7926	18.0106	14.4905	17.201	20.0336
YOL046C	675	0	0.0488383	0	0.0699237	0	0.0874634	0	0	0	0	0	0
YOL047C	1071	1.60307	1.34145	1.41764	2.02932	1.64494	1.51848	2.22401	1.55077	2.34613	1.58044	2.55881	3.05016
YOL048C	1029	19.809	20.1383	20.7497	20.5839	21.8058	21.3525	19.6557	24.0986	25.4374	22.8276	24.4768	25.0534
YOL049W	1476	47.2534	67.7226	78.5943	46.6112	81.7211	65.1508	49.1675	66.4721	73.8007	54.6412	65.2501	75.9959
YOL050C	321	1.79013	0.86487	1.07648	0.412756	1.64352	1.80702	1.72718	1.49691	2.16672	1.41188	3.36293	2.04364
YOL051W	3246	24.7601	25.4354	26.5782	22.0449	31.7002	23.4534	22.2092	24.7848	24.4523	21.6311	26.5071	29.7232
YOL052C	1191	32.2561	31.8482	32.3832	27.6689	33.694	30.9308	25.9348	27.9818	27.7763	26.7979	28.4831	26.4986
YOL052C-A	186	748.654	921.402	863.184	1031.51	857.78	1022.55	1414.31	1705.03	1506.15	1650.18	1756.43	1654.63
YOL053W	1188	8.25488	11.7209	11.5275	8.02581	12.6567	10.158	9.51326	11.1595	10.8796	9.92874	10.9702	10.8768
YOL054W	1221	4.25313	9.31093	10.1771	5.8533	10.2013	8.3182	5.6424	8.26882	9.72374	6.15857	10.4035	11.5696
YOL055C	1656	8.88805	11.4302	11.2085	9.69629	13.0664	11.5062	9.71534	11.7472	12.6323	10.0298	12.6876	13.8103
YOL056W	912	15.2766	17.3533	14.8421	15.8148	15.564	15.3702	13.2229	15.1533	18.8939	14.792	15.5369	14.7373
YOL057W	2136	41.1734	46.4615	46.0686	43.1895	48.5246	44.4072	44.5651	45.5585	48.7799	43.9803	46.7295	47.8718
YOL058W	1263	483.809	573.064	461.243	428.423	635.902	493.761	451.093	589.233	517.828	507.398	652.315	543.357
YOL059W	1323	87.425	88.5089	82.485	75.8	95.2846	85.3948	74.1221	84.1091	76.7272	68.6867	80.8727	81.6039
YOL060C	2121	29.0123	34.0306	35.316	29.3897	38.193	34.2739	32.0492	36.5403	34.6552	31.4873	39.1957	40.6133
YOL061W	1491	46.2459	60.958	74.4968	48.9023	75.4245	70.5889	53.0899	64.3646	68.0553	57.9806	70.2591	82.4404
YOL062C	1476	28.3436	35.1669	36.849	29.4476	41.8949	38.4741	35.2164	40.0065	43.1023	38.199	42.262	46.9378
YOL063C	2874	17.924	18.895	17.8359	18.0994	19.3479	18.7078	18.0123	18.8566	19.8825	18.0203	20.1346	20.1562
YOL064C	1074	64.7354	71.4687	63.8444	62.8967	75.0182	69.7767	62.2474	72.3068	71.5178	64.4387	75.7008	76.2449
YOL065C	1155	11.2933	15.3398	17.0637	12.9211	16.3643	15.6687	12.4738	15.7154	15.8015	12.9051	16.5784	18.0286
YOL066C	1776	12.9443	17.576	19.9771	13.9281	21.4226	17.8123	15.1828	18.3372	18.3753	17.1488	19.5843	19.9447
YOL067C	534	41.7937	50.3703	44.7948	38.8805	44.4471	42.0966	37.1751	43.4387	42.3682	42.4548	43.8078	42.046
YOL068C	1512	40.6285	41.5114	38.5051	39.9289	43.9313	38.4542	42.7	44.0666	41.5849	39.0262	40.9507	41.1041
YOL069W	1356	17.4586	20.448	18.7843	18.8896	19.4146	17.3339	18.0157	17.4875	18.7866	18.3856	18.3671	18.219
YOL070C	1506	21.9118	33.5332	35.5781	23.2707	37.3094	29.8194	25.6497	30.6638	33.0341	27.621	32.608	33.5272
YOL071W	489	18.5171	28.4337	35.3907	26.3123	30.6406	28.3327	22.1593	32.1384	34.9652	28.3386	34.1569	40.5582
YOL072W	1368	14.2697	14.0746	13.9545	15.8121	15.0937	14.967	13.8867	16.4311	13.1974	14.2503	14.965	14.1685
YOL073C	969	19.5578	22.0188	23.2701	18.4517	21.0531	21.1137	18.9854	19.295	22.8517	17.9018	21.6102	20.9448
YOL075C	3885	13.4234	12.4682	12.0433	11.5103	13.4919	11.9023	11.9755	12.2705	13.6087	12.9957	13.3866	14.0751
YOL076W	2391	29.3721	32.1207	31.2633	32.1933	32.6368	30.7538	32.8005	30.8854	33.4178	31.7163	33.0591	30.4677
YOL077C	876	104.381	94.436	87.2273	114.922	103.551	89.2859	119.61	93.4176	84.9305	96.9758	87.435	75.3299
YOL077W-A	207	448.79	722.75	649.436	774.709	638.986	636.796	837.457	844.881	795.598	761.87	771.459	876.743
YOL078W	3531	7.47107	9.92078	10.1152	7.87798	10.119	9.22403	8.8237	9.44012	10.7833	8.66172	11.0181	10.9647
YOL079W	399	0.516756	0.277402	0.172637	0.397167	0.474435	0.745188	1.10796	0.288075	0.347481	0.849097	0.359546	0.245807
YOL080C	870	21.4691	18.7615	15.8042	22.0168	17.8009	17.4597	22.0121	14.9256	14.9959	18.7458	14.2863	13.8934
YOL081W	9240	38.4104	33.3979	33.2948	29.7776	35.27	31.7996	31.6594	34.421	35.5577	31.7285	35.0158	36.9941
YOL082W	1248	42.3129	41.0896	37.664	41.0286	39.4175	39.0683	40.8	46.0444	44.2612	41.6644	46.023	50.9699
YOL083C-A	141	8.93585	10.793	0	0	0	3.22149	0	0	6.00871	4.40483	4.66301	0
YOL083W	1239	6.21151	7.48144	7.79484	7.16103	10.2075	7.73415	7.59626	10.8028	11.0737	9.05703	10.405	13.4077
YOL084W	2976	8.65997	9.86469	10.2462	7.66807	11.526	11.1491	7.64848	13.35	15.3608	10.6207	15.9798	21.2141
YOL085C	342	0.555588	1.34211	0.556831	0.320259	0.76513	1.00148	0.446708	1.62604	1.49437	1.36935	1.15969	1.18925
YOL085W-A	213	102.244	75.1701	66.8302	51.2495	77.5454	91.3495	42.8907	55.7588	50.8165	70.122	44.0753	91.9834
YOL086C	1047	4090.95	4002.33	4202.65	3506.38	3837.57	4331.83	3542.1	3690.69	3861.37	3559.5	4086.76	4096.02
YOL086W-A	273	192.808	270.547	239.715	255.109	242.746	256.336	262.951	297.964	303.063	296.758	279.34	282.107
YOL087C	3351	23.239	24.105	25.57	21.0491	28.3407	25.4882	23.0513	29.6503	30.9674	25.1034	30.052	34.1729
YOL088C	834	41.0754	46.198	41.9199	45.3686	39.2119	43.5967	40.1281	44.467	47.5187	46.2431	44.6667	43.2999
YOL089C	3093	17.1979	16.3061	15.4336	15.2813	16.707	16.0357	16.3915	17.0399	18.5225	16.3818	17.636	17.0094
YOL090W	2895	27.7517	28.5972	29.3699	24.5527	28.1685	27.2334	26.7726	29.1668	30.3028	28.7268	28.943	30.5865
YOL091W	1830	2.46774	2.47398	1.76896	2.09134	1.90554	1.76752	2.15496	2.52817	2.52753	2.32011	2.13203	2.44874
YOL092W	927	48.5506	62.7836	68.7112	52.6773	67.6315	66.7427	53.192	62.2994	58.5284	52.2608	71.3922	68.4127
YOL093W	882	6.65333	13.7057	17.3456	9.5527	14.7652	12.1844	9.05799	10.6492	12.6806	9.05435	12.1837	15.2028
YOL094C	972	28.518	25.1503	23.5317	25.6675	22.1141	22.3917	23.4465	21.0677	21.0987	24.3807	22.1173	22.8468
YOL095C	2121	10.2137	8.52432	7.81571	9.29268	8.85764	8.09078	8.38962	8.63302	8.38074	8.15079	8.06674	8.23296
YOL096C	939	11.9453	16.7949	17.001	11.915	15.9176	16.9017	12.9463	18.036	19.1114	14.7669	17.5865	20.947
YOL097C	1299	93.3113	117.896	120.698	98.9512	123.037	114.404	100.943	107.411	113.841	103.299	112.897	108.506
YOL097W-A	186	63.9095	83.3183	42.7017	70.1706	75.44	46.0804	88.0886	50.8965	90.0418	75.0083	19.0571	60.8002
YOL098C	3114	31.8801	41.9951	49.0254	30.6504	47.4021	41.5641	33.5724	41.1223	44.1537	34.6485	41.1313	50.9246
YOL099C	492	0.744298	0.171236	0.319699	0	0.0976204	0.459993	0.341964	0.177824	0.428988	0.209654	0.221942	0.455198
YOL100W	3246	10.0696	12.7594	12.9953	9.78008	14.7301	12.0158	10.453	14.1442	15.2349	11.5508	14.5492	16.8546
YOL101C	939	56.2065	54.3948	52.842	34.1909	49.5406	54.4311	30.7701	41.8022	58.6185	55.2282	40.6052	50.9783
YOL102C	693	17.0506	25.2567	27.7619	23.0786	23.9889	26.5599	24.1431	27.4936	25.4741	25.3582	25.5691	23.4181
YOL103W	1830	36.7383	41.5181	42.9136	35.6093	44.8778	40.9712	36.7919	41.0521	43.3966	38.1369	43.9369	46.666
YOL103W-A	1323	13.3519	10.79	8.12553	9.73502	6.58201	8.6557	9.05249	8.75088	8.33112	8.34866	6.67872	7.03778
YOL103W-B	5268	4.04117	3.14626	2.47657	2.91406	2.31593	2.77645	2.87256	2.93155	2.54431	2.78126	2.13836	2.5712
YOL104C	1059	18.8201	20.8308	21.6436	17.3209	24.366	22.7926	18.8764	22.4592	23.6373	18.5858	23.4371	26.7201
YOL105C	1671	12.61	11.9242	10.6897	11.9611	13.846	13.0093	10.431	14.0847	12.8045	10.8914	13.1796	13.8461
YOL106W	354	15.0103	10.1052	10.1115	12.1985	14.2328	12.4196	15.4321	9.87671	12.0789	15.0409	10.5294	12.6413
YOL107W	1029	22.2602	21.8454	19.1229	20.4312	22.1707	20.4449	18.2175	20.8023	22.5417	19.9864	22.9902	20.61
YOL108C	456	10.9842	21.7097	29.5235	17.2681	21.4298	22.8596	17.8639	25.3631	27.2781	16.3667	21.7551	24.2245
YOL109W	342	3026.01	2884.87	2491.82	2842.62	2238.26	2663.34	2636.47	2403.53	2810.72	2532.76	2213.27	2346.79
YOL110W	714	15.336	17.8074	19.8254	13.8368	19.4875	19.1906	14.6537	21.0945	20.6247	17.0367	23.1965	22.3605
YOL111C	639	57.7706	67.3766	70.0509	66.3727	78.5251	72.4648	61.8968	74.1793	69.6298	59.3715	69.6275	74.3094
YOL112W	1479	4.60038	10.3687	13.2847	5.86063	12.5745	11.0264	6.31674	11.2068	12.5997	9.44362	13.4391	16.577
YOL113W	1968	17.135	19.2075	19.8699	18.2988	21.6794	17.6218	17.2575	19.934	20.4163	18.3897	22.401	21.3204
YOL114C	609	5.38287	5.37466	4.74753	5.04733	4.87614	5.12317	6.11688	5.34139	6.94961	4.88231	4.86885	4.81372
YOL115W	1755	15.7326	19.9486	20.0665	17.5244	19.8626	18.84	19.3949	18.1338	20.2582	17.6923	18.031	19.2924
YOL116W	1149	20.3831	21.5449	18.7599	18.5675	21.2178	18.1122	15.2345	20.0452	20.1539	18.1424	19.835	19.7875
YOL117W	1938	7.17461	9.42328	9.38313	6.70175	9.1432	8.44899	8.58524	9.78585	10.6157	7.58607	9.8029	10.8932
YOL118C	309	3.83777	4.12034	3.41899	2.94962	4.30646	3.99697	0	3.56573	2.29389	1.26119	4.00534	3.04255
YOL119C	1506	8.03705	17.8259	31.5197	6.01911	29.3267	17.9628	7.0074	20.2993	22.4881	9.26103	25.0996	43.3536
YOL120C	561	1854.03	1791.37	1859.17	1664.66	1674.66	1850.55	1767.15	1661.49	1699.81	1802.21	1651.23	1604.48
YOL121C	435	1089.63	1019.67	1113.65	1052.17	1047.58	1043.06	1082.72	966.213	939.225	1004.95	916.262	853.387
YOL122C	1728	15.1987	20.1299	22.674	17.5623	23.2727	21.2875	21.3783	24.6441	23.6588	20.2715	27.2759	26.8992
YOL123W	1605	108.648	95.2954	93.7092	112.274	119.413	105.692	114.871	107.072	110.689	109.481	108.122	97.5887
YOL124C	1302	19.5562	25.6261	28.2319	23.2812	27.3487	25.7596	26.7126	23.9652	22.6704	21.9169	22.51	23.005
YOL125W	1431	14.7988	17.7952	15.1386	15.549	16.2761	14.5318	16.0289	13.8005	14.2873	13.189	14.4183	13.1014
YOL126C	1134	83.7027	81.0342	89.3032	62.3686	89.1509	78.1816	60.5154	72.4094	72.3427	63.1498	71.2693	72.6173
YOL127W	429	4313.76	3751.05	3777.59	3886.44	3681.09	3719.73	4077.07	3464.58	3725.09	4007.31	3491.79	3218.44
YOL128C	1128	8.25986	7.78713	7.07047	9.38696	7.5834	7.86305	8.69732	8.30797	7.47142	7.38975	8.71255	6.92119
YOL129W	555	82.0729	126.395	131.424	101.141	139.462	134.791	118.264	135.777	146.657	118.79	147.96	163.51
YOL130W	2580	22.2908	25.2143	25.0513	23.5259	26.7646	24.6318	22.6369	24.8497	25.461	23.495	25.0109	26.637
YOL131W	327	1.32363	0.532906	0.331647	0.381491	0.91142	0.715777	0.532117	0.55341	1.11255	1.30494	0.345355	0.944422
YOL132W	1416	0.309965	0.534836	0.244089	0.433922	0.406542	0.478913	0.284823	0.481359	0.521072	0.392898	0.716319	0.379137
YOL133W	366	88.555	69.3503	69.4975	75.8689	77.6531	86.4608	64.2759	82.1751	69.9415	69.6694	78.3625	72.7966
YOL134C	390	0	0.590216	0.734627	0	0.672957	0.396377	0.589342	0	0.36966	0.180659	0.573744	0.261497
YOL135C	669	15.072	19.963	18.6818	18.0143	19.5987	18.6297	15.927	16.3585	15.8435	16.9213	16.4364	15.3629
YOL136C	1194	40.6842	34.1909	30.5815	40.221	38.984	33.4546	36.4045	36.8096	35.2445	36.8212	37.9521	35.3494
YOL137W	1494	7.30514	12.3327	13.915	8.51755	13.6424	11.2077	8.9438	11.9221	12.8526	10.9667	12.0859	15.6369
YOL138C	4026	11.4926	12.8676	12.9101	9.96071	13.1892	12.0548	11.0444	13.0995	13.5929	11.4719	14.4789	15.8633
YOL139C	642	497.492	473.012	460.454	544.664	521.335	459.58	547.638	477.413	495.933	518.921	495.954	437.48
YOL140W	1272	65.4911	70.2249	56.5754	60.7397	69.2406	59.1671	61.9777	69.062	60.4949	58.8641	67.6653	58.4243
YOL141W	2088	9.59609	8.38314	7.95596	9.20027	8.99079	9.03627	10.2346	9.61033	8.81456	8.58793	9.41389	8.3406
YOL142W	723	41.3186	39.5473	33.9811	39.968	38.9357	37.0236	40.2338	37.2401	38.7067	37.9944	37.6613	34.693
YOL143C	510	610.504	531.686	575.656	531.267	523.969	514.422	443.344	451.235	465.438	391.463	393.228	371.254
YOL144W	1455	5.16327	10.7303	13.0766	5.31037	12.3526	9.19127	8.02722	10.1041	11.8996	8.44873	10.6209	11.9846
YOL145C	3234	31.0226	34.7728	35.2041	28.0811	35.825	31.3179	29.1467	33.0997	36.4884	31.1051	32.4495	35.6359
YOL146W	585	23.6846	29.2882	33.3714	25.8868	29.4404	31.0495	29.3066	31.7011	33.1451	29.7942	34.51	34.8958
YOL147C	711	27.2919	23.417	22.1962	23.0176	23.3623	24.7186	24.9112	23.3827	24.1431	22.1096	26.6741	24.4211
YOL148C	1815	21.3995	20.4863	19.7772	19.4779	22.6159	19.4505	18.5987	21.8126	18.8052	19.064	20.7152	20.8136
YOL149W	696	24.1615	33.7909	30.9357	24.723	31.1514	28.0487	25.3753	27.5025	31.9496	25.7578	29.8013	28.87
YOL150C	312	0.814545	3.93533	6.53094	3.28671	3.36526	2.93654	3.27459	2.04338	1.91703	3.21217	2.12528	2.32475
YOL151W	1029	52.3049	55.587	56.5055	67.5565	68.7018	67.2819	62.0033	75.2873	77.4258	56.7915	80.4138	93.3595
YOL152W	1863	2.75347	2.5523	2.34248	3.43276	2.51327	2.86256	3.47525	3.1458	3.01408	3.85092	4.46091	3.72366
YOL154W	750	13.2025	17.0677	12.095	10.6426	28.8828	12.4942	9.45417	36.4838	13.2126	17.4904	54.7393	20.3858
YOL155C	2904	54.3421	49.3211	54.5319	43.4527	60.8188	42.943	57.9177	55.8084	47.5479	66.5366	68.8317	66.7429
YOL155W-A	135	0	0	0	0	0	0	0	0	0	0	0	0
YOL156W	1704	0.0532738	0.0857943	0.142381	0.16378	0.228251	0.140843	0.257002	0.0890954	0.0716455	0.0700286	0.0926665	0.152046
YOL157C	1770	0.543596	0.5745	0.493736	0.685445	0.748615	0.661409	0.573649	0.767064	0.776748	0.636404	0.797809	0.702999
YOL158C	1821	39.5949	40.8162	44.9219	24.5197	38.2989	37.2001	19.9814	30.2781	33.3223	20.2876	30.0365	34.0096
YOL159C	516	25.1604	23.1428	20.0764	22.5359	21.9448	24.1419	24.4312	24.8424	22.9702	22.6108	21.4112	19.7474
YOL159C-A	273	42.3039	50.4409	34.245	45.0192	43.3208	42.8204	52.3285	40.8169	49.234	36.8942	42.4529	41.7937
YOL160W	342	0.555588	1.11843	2.78415	0.640518	1.27522	2.20326	0.446708	1.16146	1.86796	0.821613	0.579847	0.396418
YOL161C	363	0	0	0.227154	0	0.208085	0.81709	0	0	0	0	0	0.970289
YOL162W	648	1.29513	1.40787	1.42783	0.671898	1.54578	1.58749	1.66611	1.89523	2.00302	1.213	2.29785	2.31022
YOL163W	510	0.791963	1.35512	1.7859	1.5978	1.45421	2.06997	0.95514	1.6556	1.73075	0.975974	2.78958	3.10791
YOL164W	1941	5.28361	5.86527	5.73927	5.10542	6.33702	5.65938	5.50052	6.0271	6.41771	5.29933	6.35899	5.94906
YOL164W-A	183	0	0	0	0	0	4.52403	0	0	0	0	0	0
YOL165C	432	0	0	0	0	0	0	0	0	0	0	0	0
YOL166C	339	0	0	0	0	0	0	0	0	0	0	0	0
YOL166W-A	156	0	0	0	0	0	0	0	0	0	0	0	0
YOR001W	2202	33.2465	31.3621	29.9662	34.5767	31.0095	32.2037	35.1876	30.0576	32.0436	32.7509	31.122	30.6976
YOR002W	1635	52.9432	49.1908	50.4273	49.4739	57.8154	50.2437	46.4349	52.1123	53.4007	48.0604	55.6829	53.8169
YOR003W	1437	2.52288	4.36067	3.85818	2.98376	4.0934	3.46563	3.32249	3.96467	4.10951	3.66656	4.69861	4.37611
YOR004W	765	19.7288	22.7002	22.9849	21.417	24.5033	22.8539	22.4652	22.2756	20.6064	18.5617	20.329	21.0079
YOR005C	2835	5.56521	7.4258	5.93816	6.72695	7.4119	7.18965	6.5231	8.30472	8.22344	7.24983	8.34213	8.88271
YOR006C	942	6.59926	18.4634	20.2905	10.402	21.2229	15.9414	10.0124	15.8691	17.5245	12.7548	17.2769	17.9833
YOR007C	1041	155.386	246.036	298.453	166.238	255.099	238.07	171.808	230.433	261.51	191.722	232.683	274.717
YOR008C	1137	45.7689	50.3025	54.4449	47.3983	60.8003	49.8261	48.6605	54.525	50.4003	48.5075	58.9728	53.8118
YOR008C-A	225	1.88136	1.51491	1.88557	2.16896	1.72728	0	3.02534	1.5732	1.26508	0	9.81755	10.739
YOR008W-B	102	28.4363	41.2155	17.1	65.5664	46.9934	36.9059	27.4363	71.3355	34.4184	16.8208	47.4847	48.695
YOR009W	1464	1.61619	2.14044	2.47234	1.20131	3.88529	2.85195	1.36786	2.54288	2.44523	1.80302	3.61765	3.55055
YOR010C	756	3.61831	5.78604	6.38452	4.34768	8.5155	7.42248	7.21159	8.90646	7.36768	8.39048	13.1904	11.4904
YOR011W	4185	9.26248	9.28725	9.07925	7.28795	10.2818	8.90307	8.14927	9.27681	9.17698	8.65276	10.1807	10.1264
YOR011W-A	207	0	0	0	0	0	1.73042	0	0	0	0	0	3.42478
YOR012W	414	5.95052	5.04367	5.49301	7.04068	6.3258	6.09699	5.53981	6.15433	7.05491	4.01391	6.04691	5.58653
YOR013W	471	5.00461	5.43557	4.08264	4.02534	7.8004	5.45464	4.6789	5.74204	3.99133	4.8192	5.10167	5.81301
YOR014W	2274	70.0363	61.2749	58.6328	66.621	74.6913	63.6906	67.3395	69.2554	71.0319	69.3618	71.31	74.9803
YOR015W	360	154.793	131.015	122.245	140.081	169.257	141.82	136.249	153.574	163.409	152.837	151.349	154.127
YOR016C	624	51.4689	56.0906	50.9625	57.5097	54.7814	48.3379	54.2902	56.2899	50.3152	54.2743	55.0105	49.2598
YOR017W	2403	13.1588	15.3865	15.1118	13.6077	15.3079	13.3452	11.9399	14.3235	15.8415	13.6116	14.8726	14.9949
YOR018W	2514	15.457	14.7978	14.3712	15.1633	18.2966	16.154	15.5188	18.4578	19.5065	16.5433	19.0964	19.046
YOR019W	2193	3.03036	3.60665	2.95721	3.12585	3.44112	3.52661	2.75708	3.9677	4.42394	3.17101	3.55107	4.64682
YOR020C	321	1376.25	1292.4	1305.41	1273.35	1068.29	1107.45	1297.69	1136.16	1119.47	1195.51	1101.17	1086.71
YOR020W-A	273	237.553	248.274	224.223	236.351	264.407	266.308	236.787	257.827	319.474	247.833	282.737	334.349
YOR021C	642	82.7729	89.1497	84.6055	88.4529	88.4284	93.7647	96.4181	85.9827	95.0488	90.095	87.1419	85.1881
YOR022C	2148	11.7692	10.9011	9.84551	10.5566	11.7297	9.97704	10.8958	11.969	11.4363	11.214	12.2121	11.6496
YOR023C	1701	16.9405	21.8081	23.8268	18.2582	26.3684	19.9127	17.4264	22.3347	22.6748	17.0697	24.7745	29.0753
YOR024W	324	0	0.8309	0.344733	0.396544	0	1.24003	0.553113	0.287623	0.693871	0.339106	0.717964	2.45422
YOR025W	1344	34.8279	41.0022	39.5647	39.8799	42.8941	39.0458	39.7652	40.0148	37.6358	37.3835	39.8948	39.0598
YOR026W	1026	18.1563	18.5559	21.663	18.3249	21.2183	20.8835	18.5552	20.41	19.6548	18.9162	22.6625	21.5912
YOR027W	1770	306.18	303.295	315.94	267.97	264.901	236.834	267.758	262.279	262.267	282.882	259.838	257.007
YOR028C	888	21.956	15.0748	15.4806	17.5742	15.2577	11.5452	18.206	15.8577	13.2412	14.9489	14.3059	12.2327
YOR029W	336	0.2969	0	0	0	0	0.642218	0	0	0.199644	0	0.929592	0
YOR030W	1860	15.7497	17.1762	15.0776	15.4207	16.86	14.617	14.7522	16.1338	16.6946	14.3572	17.1738	15.4488
YOR031W	210	154.827	146.999	208.442	138.533	165.485	168.285	130.059	181.64	181.804	143.528	139.882	204.454
YOR032C	1305	1.17444	1.0836	1.22612	1.01548	1.28044	0.970297	1.2197	1.32989	1.5301	1.03725	1.48108	1.67596
YOR032W-A	201	0	16.6237	10.3456	2.97511	4.73855	16.7462	8.29956	15.1054	3.47056	2.54417	16.1598	25.7782
YOR033C	2109	18.1976	16.2079	16.5258	16.4312	18.4545	15.4747	16.3067	17.18	17.5795	17.3928	18.1803	18.4157
YOR034C	2250	18.1032	21.429	20.6544	18.8609	23.4372	21.5624	19.4766	22.7286	22.3405	21.2974	24.8906	24.8387
YOR034C-A	243	144.296	168.59	202.75	181.032	240.28	208.082	172.89	214.114	228.303	179.915	203.748	222.064
YOR035C	2370	18.5652	19.7457	19.6689	17.1197	22.4244	20.8168	16.6312	22.8891	26.7286	21.2935	23.1391	25.8671
YOR036W	867	15.4274	22.2527	23.9681	16.9663	26.8309	24.93	17.2783	28.2831	34.5231	23.9066	31.5912	43.0759
YOR037W	1101	8.67325	11.8433	10.5771	8.91527	12.8354	10.5831	11.0211	11.3353	11.9701	9.53739	12.8816	14.4542
YOR038C	2628	7.48307	8.81528	12.6811	5.97252	11.0083	8.77843	6.0428	9.27253	9.21649	7.54872	9.80477	12.4298
YOR039W	777	61.3647	70.6113	73.7142	63.5805	77.3653	71.5903	62.9524	73.2054	73.8067	70.0505	71.3985	73.7422
YOR040W	858	8.95201	11.9911	11.9485	9.92917	12.0362	11.5939	12.1439	12.8073	13.2374	10.415	12.9295	12.0482
YOR041C	432	0.84714	1.0232	0.849036	0.976639	1.29627	1.01802	1.58929	0.708381	1.32916	1.11357	0.147355	1.20889
YOR042W	1236	75.0264	71.2475	70.2356	77.6829	90.1042	71.3667	68.4899	83.0076	81.6949	80.0577	87.7008	88.1618
YOR043W	1461	31.5937	36.5635	41.1296	31.9257	41.3173	36.9366	30.9558	39.3786	39.3066	31.694	39.4032	44.5678
YOR044W	474	34.4504	34.3978	30.0389	36.4069	40.696	34.1958	29.1764	42.155	39.2267	34.3035	39.1905	37.5266
